category,title,also_buy,brand,rank,also_view,main_cat,Price,asin,details,descriptionstring
[],Como Dizer Tudo em Ingl&ecirc;s,['8521628412'],Visit Amazon's Ron Martinez Page,"1,954,036 in Books (",[],Books,309.63,8535206868,"{'Publisher:': 'Elsevier; 14 edition (2000)', 'Language:': 'Portuguese Brazilian', 'ISBN-10:': '8535206868', 'ISBN-13:': '978-8535206869', '\n    Product Dimensions: \n    ': '9.3 x 6.5 x 0.7 inches', 'Shipping Weight:': '14.4 ounces ('}","Este livro introduz um conceito completamente novo na aprendizagem de um idioma.  uma ferramenta que auxilia o leitor a se expressar oralmente ou por escrito, usando as palavras certas no momento certo. A obra  projetada para ser usada durante anos, sempre que o usurio quiser achar uma expresso em ingls. Levando-se em conta que um idioma  mais que palavras,  cultura, costume e atitude, o livro oferece um conselho cultural-lingstico onde for relevante. O leitor achar centenas de expresses de uso cotidiano nas seis sees em que se divide o livro: - Ingls Geral - Ingls Comercial - Ingls para Palestras e Reunies - Ingls para Turismo e Hotelaria - Morando no Exterior - Expresses Comuns em Portugus"
[],EFFECTIVE READING/SPEED READING SELF-TAUGHT PROGRAM BOOK ADMINISTRATION MANUAL AND 6 AUDIOCASSETTES IN RED BOX,[],,"10,861,683 in Books (",[],Books,35.66,B000HFE82O,"{'Publisher:': 'Xerox Corporation (1970)', 'ASIN:': 'B000HFE82O', '\n    Package Dimensions: \n    ': '10.8 x 6.2 x 2 inches', 'Shipping Weight:': '2 pounds'}","There are a lot of written words out there. If you're a slow reader, trying to keep up with all that the printing press has to offer is overwhelming. That's why the Xerox corporation created this handy kit to teach yourself how to speed read. You not only read fast, but you comprehend a fast majority of what you read. Now what used to seem arduous and tedious is now a breeze. Textbooks, newspaper articles, and other required reading will now be far more accessible to you, and it's about time!"
"['Books', 'Reference', 'Almanacs & Yearbooks']","(Reprint) 1969 Yearbook: Compton High School, Compton, California",[],1969 Yearbook Staff of Compton High School,"10,798,950 in Books (",[],Books,79.95,B004GKMDSW,"{'Paperback:': '200 pages', 'Publisher:': 'Content provided by MemoryLane.com (May 1, 1969)', 'Language:': 'English', 'ASIN:': 'B004GKMDSW', '\n    Product Dimensions: \n    ': '8.1 x 0.5 x 10 inches', 'Shipping Weight:': '1.2 pounds ('}","Compton High School Yearbook Staff, brought to you by Classmates.com. Visit www.classmates.com/yearbooks to see the thousands of yearbooks in the most comprehensive collection of high school yearbooks online!"
[],Twenty One Indispensable Qualities of a Leader,['0785267964'],John C Maxwell,"1,705,894 in Books (","['0785267964', '071804245X']",Books,6.2,B0075OOFNC,"{'Hardcover:': '161 pages', 'Publisher:': 'Thomas Nelson Inc (1999)', 'Language:': 'English', 'ISBN-10:': '0785274405', 'ISBN-13:': '978-0785274407', 'ASIN:': 'B0075OOFNC', '\n    Package Dimensions: \n    ': '7.1 x 4.9 x 0.5 inches', 'Shipping Weight:': '8 ounces'}",Great book!
[],"Toms, Coons, Mulattoes, Mammies, and Bucks (text only) 4th (Fourth) edition by D. Bogle",[],D. Bogle,"5,512,101 in Books (",[],Books,81.46,B0045MNET8,"{'Publisher:': 'Continuum; 4th edition (2001)', 'ASIN:': 'B0045MNET8'}","Toms, Coons, Mulattoes, Mammies, and Bucks: An Interpretive History of Blacks in American Films, Fourth Edition [Paperback]Donald Bogle (Author)"
"['Books', ""Children's Books""]",Gope &amp; Meera - A Migration Story,[],Ritu Hemnani,"3,246,162 in Books (",[],Books,10.99,9887809209,"{'Paperback Bunko:': '40 pages', 'Publisher:': 'Heritage Publishing Limited; 1st edition (2017)', 'ISBN-10:': '9887809209', 'ISBN-13:': '978-9887809203', '\n    Package Dimensions: \n    ': '10.3 x 9 x 0.2 inches', 'Shipping Weight:': '8 ounces ('}","This heartwarming tale takes you back in time to August 1947, during one of the biggest mass migrations in world history. Enjoy the trailer and like my page for updates on the Hong Kong launch! www.rituhemnani.com,,"
[],My 24 Books (My First Steps to Reading) (Library Binding),[],Jane Belk Moncure,"5,149,800 in Books (",[],Books,69.99,B003VFNQCU,"{'Publisher:': 'Scholarstic (2001)', 'ASIN:': 'B003VFNQCU', '\n    Package Dimensions: \n    ': '9.1 x 6.6 x 1.1 inches', 'Shipping Weight:': '1.6 pounds'}","Complete Set of MY FIRST STEPS TO READING Books.. LETTERS A THROUGH Z, TOTAL NUMBER OF BOOKS IS 24."
"['Books', ""Children's Books"", 'Growing Up & Facts of Life']",The Journey into the Unknown,[],Visit Amazon's Miriam Garber Page,"16,996,906 in Books (",[],Books,16.0,9657450624,"{'Age Range:': '5 - 6 years', 'Paperback:': '24 pages', 'Publisher:': 'Contento de Semrik (July 25, 2011)', 'Language:': 'English', 'ISBN-10:': '9657450624', 'ISBN-13:': '978-9657450628', '\n    Product Dimensions: \n    ': '8.5 x 0.1 x 8.5 inches', 'Shipping Weight:': '3 pounds ('}","<div>,<B>Miriam Garber </B>is an iridology expert, multi-disciplinary therapist with 20 years&rsquo; experience. &#160;Wife, mother of three, and grandmother of six. <I>Journey into the Unknown </I>is the author&rsquo;s second book."
[],Sexual Detox: A Guide for Guys Who Are Sick of Porn (Paperback) - Common,"['0310499232', '0830837000', '0830838422', '0802460690', '1936768631', '099316160X', '1590525191', '0310336929', '097722080X', '1941114172', '0875526004', '0849947235', '1400204682', '1505350891', '1909919845', '1941114881', '1936768992', '0307457974', '1576736652', '1885904312', '1629953636', '162164006X', '1590526104', '1581346972', '1433527111', '143355786X', '193517004X', '162995103X', '1433556650', '0936083166', '098615282X', '030745942X', '1936760479', '1433515008', '1908762314', '0875526063', '0307457990', '1576830284', '1433552434', '0849906334', '0875522017', '1590521951', '0310273943', '1601425368', '0875526071', '1576839893', '0830839836', '1433555506', '0310256577', '1942572972', '1433523698', '0899571646', '1594631875', '0801018951', '0310520436', '1885904673', '1433546035', '178498289X', '0875523854', '0310337372', '0875526047', '1615216170', '1631466836', '1581349092', '1935273876', '0802455271', '1433555077', '1434709655', '0802411592', '0849914590', '1433547805', '143355514X', '143354945X', '1433551934', '1433556103', '1433549379', '1433512319', '1941114644', '1484881702', '0736953361', '1948130130', '0882823094', '1627070567', '1414345534', '1630470309', '1433561093', '1433555700', '1781915385', '1433556146', '1433546957', '1936760231', '0764215663', '0805496475', '1938983467', '1433543508', '1433550083', '0976758261', '1784983160']",By (author) Tim Challies,"3,986,632 in Books (","['0310499232', '0830837000', '099316160X', '0830838422', '1941114172', '1581349092', '1941114881', '1941114644', '097722080X', '1400204682', '1909919845', '0802460690', '0310520436', '1505350891', '162164006X', '1590525191', '031051505X', '0307457974', '1433550474', '0310336929', '194111461X', '1581346972', '1433527111', '1433547112', '0735222061', '1608820831', '0971547076', '1936768992', '168350383X', '1433555506', '1601425368', '1629953636', '0842360247', '143355786X', '0849947235', '1936768631', '0310518164', '0875522017', '0802409989', '0875526004', '0802416705', '0875526071', '1941114393', '1433549875', '1606419366', '0875526063', '1601423101', '0830846425', '1941114334', '1906173419', '083081650X', '1939946638', '1844744353', '1433556146', '1590526104', '1424556368', '0830776583', '1545262241']",Books,11.8,B00FKY50XS,"{'Paperback:': '110 pages', 'Publisher:': 'Cruciform Press (2010)', 'Language:': 'English', 'ASIN:': 'B00FKY50XS'}","A huge percentage of men need a porn detox, a moral and psychological reset. Do you? If so, whether you know it or not, pornography has corrupted your thinking, weakened your conscience, warped your sense of right and wrong, and twisted your understanding and expectations of sexuality. You need a reset by the One who created sex. In this book, I hope to help you reorient your understanding of sex,"
[],Advanced Prospecting &amp; Detecting for Hardrock Gold,"['B00QSRD06A', '0984269207', '1612435270', '1512155977', 'B000H82E2M', 'B00DWJWCRK']",Jim Straight,"1,499,675 in Books (","['0984269207', '0963601504', '1482340852', 'B00HHIRU6U', 'B000H82E2M', 'B001AKTVVI', 'B00U1UYCIU', 'B000GFQ61G', 'B0006QXUWS', '0961484047', '0935182330', 'B00TADH9HA', 'B005PZQLOO', '1502513889', 'B01EVZFQO4']",Books,78.84,B0049I86YG,"{'Unknown Binding:': '81 pages', 'Language:': 'English', 'ASIN:': 'B0049I86YG', '\n    Package Dimensions: \n    ': '8.3 x 5.3 x 0.5 inches', 'Shipping Weight:': '4.8 ounces'}",The relationship of Regional Geology to the Types of Placer Deposits.  With emphasis on Epithermal deposits forming eluvial Placers and How to metal detect them.
[],The Scientific Study of Religion.,[],J. Milton. Yinger,"6,437,845 in Books (",[],Books,4.0,B000L1TBTE,"{'Publisher:': 'The Macmillan Company (1971)', 'Language:': 'German', 'ASIN:': 'B000L1TBTE', '\n    Package Dimensions: \n    ': '9.1 x 6.6 x 1.1 inches', 'Shipping Weight:': '1.6 pounds'}",religion study
[],Purification Rundown delivery manual: based on the works of L. Ron Hubbard,[],L. Ron Hubbard,"4,404,443 in Books (",[],Books,18.99,B00072RAG8,"{'Paperback:': '250 pages', 'Publisher:': 'Bridge Publications (January 1, 1990)', 'Language:': 'English', 'ISBN-10:': '0884045684', 'ISBN-13:': '978-0884045687', 'ASIN:': 'B00072RAG8', '\n    Package Dimensions: \n    ': '11.1 x 8.3 x 1 inches', 'Shipping Weight:': '2 pounds'}","Used - Very Good, writing ""name"" on first page (M42)"
"['Books', 'Travel', 'Travel Writing']",Pharos and Pharillon,[],E. M. Forster,"3,631,570 in Books (",[],Books,0.64,B002UQHK00,"{'Hardcover:': '99 pages', 'Publisher:': 'Knopf.; First Edition edition (1962)', 'ASIN:': 'B002UQHK00', '\n    Package Dimensions: \n    ': '9.1 x 6.6 x 1.1 inches', 'Shipping Weight:': '1.6 pounds'}","Book is used and has been withdrawn from service from a Library. Book has a Library Binding and the usual Library Stamps, Stickers, Card Holder, Library Markings. May or May Not have a Dust Jacket."
"['Books', 'Arts & Photography', 'Music']",ART GILLHAM FOLIO OF SOB SONGS: 10 POPULAR SONGS,[],Art Gillham,[],[],Books,49.99,B00BGHS7QU,"{'Sheet music:': '34 pages', 'Publisher:': 'Triangle Music Co. (1928)', 'ASIN:': 'B00BGHS7QU'}","9"" by 12"". Includes 10 songs by Art Gillham with words and music complete as recorded on Columbia."
"['Books', 'Romance', 'Contemporary']",Frias!,"['8528609162', '8528610772', '8528612937', '8528611302', '8528613623', '8528614107', '8580579724', '858041413X', '8580418755', '8528618382', '8532505708', '8551002813', '8528617580', '8551002937', '8565765571', '8580577268', '8532520669', '8551002007', '8576865807', '8532530427', '8580578647', '8535909559', '8580417678', '8535914846', '8542211316', '858041797X', '858041525X', '8580572908', '8580417597', '8576863189', '8576849887', '8551002104', '8551001396', '8501110000', '8501109991', '8501401390', '8580576520', '8528621723', '856663683X', '8573262087', '8566636279', '8546900914', '8576866765', '8528610845', '8539825961', '8551002406', '8580577799', '8528614670', '8580416582', '8580418267', '8595810087', '8501105732', '858057479X', '8501107611', '8576861984', '8555340241', '8501109924', '8595810028', '856240988X', '8542804813', '852862045X', '8576864584', '852862062X', '8501301620', '8599296515', '8528612120', '8581634540', '8580571731', '8580575222', '8501069574', '8542205162', '8576863022', '8580414679', '8501109835', '8580579953', '8525060437', '8581051928', '8525060429', '8525058629', '8579800129', '8508126654', '8528620719', '8580579708', '8551000667', '8542208870', '8528621782', '8542210794', '8533613377', '8533613385', '8533613393']",Visit Amazon's Marian Keyes Page,"7,837,392 in Books (",[],Books,52.97,8528610055,"{'Publisher:': 'Bertrand; Literatura Estrangeira edition (2003)', 'Language:': 'Portuguese Brazilian', 'ISBN-10:': '9788528610055', 'ISBN-13:': '978-8528610055', 'ASIN:': '8528610055', '\n    Product Dimensions: \n    ': '8.8 x 6.1 x 1.2 inches', 'Shipping Weight:': '1.8 pounds ('}","Rachel Walsh tem 27 anos e a grande mgoa de calar 40. Ela namora Luke Costello, um homem que usa calas de couro justas. E  amiga  pode-se mesmo dizer muy amiga  de drogas. At que a sua vida vai para a Cucuia e ela, na marra, para o Claustro  a verso irlandesa da Clnica Betty Ford. Ela fica uma fera. Afinal, no  magra o bastante para ser uma toxicmana, certo? Mas, olhando para o lado positivo da coisa, esses centros de reabilitao so cheios de banheiras de hidromassagem, academias e artistas semifissurados (ao menos, ela assim ouviu dizer). De mais a mais, bem que j est mesmo na hora de tirar umas feriazinhas. Rachel encontra mais homens de meia-idade usando suteres marrons e sesses de terapia em grupo do que poderia supor a sua v filosofia. E o pior  que parecem esperar que ela entre no esquema! Mas quem quer abrir as janelas da alma quando a vista est longe de ser espetacular? Cheia de dor-de-cotovelo (o nome do cotovelo  Luke), ela busca salvao em Chris, um homem com um passado. Um homem que pode dar mais trabalho do que vale...Rachel  levada da dependncia qumica para o terreno desconhecido da maturidade, passando por uma ou duas histrias de amor, neste romance que , a um tempo, comovente, forte e muito, muito engraado.,,"
"['Books', 'Science Fiction &amp; Fantasy', 'Fantasy']",Shadow's Voice,[],Visit Amazon's Natalie Johanson Page,"11,635,779 in Books (",[],Books,42.51,9187751518,"{'Paperback:': '480 pages', 'Publisher:': 'Element (June 15, 2014)', 'Language:': 'English', 'ISBN-10:': '9187751518', 'ISBN-13:': '978-9187751516', '\n    Product Dimensions: \n    ': '5 x 1.1 x 8 inches', 'Shipping Weight:': '1.1 pounds ('}","""<span>A young girl with a checkered past and a mysterious magic power is drafted into a mission to save her kingdom.</span>Johanson's debut fantasy novel is the story of Rose Ula, a girl with the power to move through shadows. When the story opens, Rose is on the run from her past, but a chance encounter with a dying man changes her world forever. The man, an officer named Nico, reveals that there is a plot to assassinate the king, and he begs Rose to bring this information to the royal castle. Despite her apprehension, Rose does so and soon finds herself immersed in the world of royalty and nobility, many of whom also possess magical gifts of their own. As Rose grudgingly learns to trust the new friends she has made--especially the handsome, kindly young King Micah--she realizes she must stop running from her past. While she learns to master her powers and open her heart, it becomes clear that more is at stake than she ever thought possible: the fate of the kingdom may lie in her hands. Johanson deftly builds Rose's world, with the rules of the universe feeling mostly clear and easy to follow. Rose is an engaging heroine, as are many of the supporting characters. From the brusque but caring healer Master Rita to the telepathic Capt. Sayla, they generally feel complex and three-dimensional. However, as the novel builds toward its climax, the rules of the magic get a little hard to follow, making the final battle more muddled than suspenseful. There are also a few too many incidents of Rose collapsing into the king's arms from overuse of her magic or because of some other external danger (Rose even remarks, ""You are always carrying me. Why is that?"" so maybe the narrative is in on the joke). Ultimately, though, the novel is a fun, well-crafted story that fantasy readers should enjoy. The conclusion is open-ended enough to suggest at least one sequel; let's hope Johanson delivers.<br />An engaging, compulsively readable fantasy.""<br />-Kirkus<br /><br /><span>Shadow's Voice by Natalie Johanson is a beautiful read for fantasy lovers. Roselyn Ula has had a very rough past and she thinks running away from it is the only form of redemption left for her. But one never runs away from one's self. Destiny puts her on the path of a messenger who beckons her to complete his mission for the King. Now, she must travel to the castle to save the king from an enemy who will stop at nothing to see him overthrown. Is Rose ready to open her soul, connect with her shadow magic, and face the challenges that await her? Shadow's Voice is a tale of magic, but most importantly, it's a story of redemption won through heroism and unrelenting courage.</span><br /><br /><span>Natalie Johanson has an arresting writing gift and her prose will surely seduce lovers of beautiful words. I loved the descriptive style and the images the writing conjures up, making readers see things very clearly. The narrative voice comes across with strength and unwavering conviction. The plot is well imagined and executed with a lot of style; it moves very fast, with enough to make the reader curious about what happens next. I loved the characters. Yes, they are compelling and fully fledged. Rose is one that readers will root for. She comes flawed with her past and torn between seeking redemption and offering her services for the welfare of her people. The conflict that rages within her is the catalyst that propels the story forward. Shadow's Voice is an impassioned page-turner that fantasy fans can't put down. Its satisfactory ending could be the promise of another beautiful story in the making.</span>,,,"
